No,ID,Depth_m,qc_MPa,fs_kPa,u_kPa,Other,qt_MPa,Rf_p,SBT,Ic,gamma_kNm3,sv_kPa,u0_kPa,du_kPa,slv0_kPa,Qt1,Fr_p,Bq,SBTn,n,Cn,Icn,Qtn,U2,IB,MSBTn,KG,EST
4658,51,24.38,6.21,76,158.9,6.24,6.34,1.21,5,2.12,18.68,459.23,160.64,-1.74,298.59,19.68,1.3,0,5,0.97,0.35,2.54,20.4,-0.04,31.49,4,218.4607507,0
4659,51,24.43,7.54,78.9,59.7,7.55,7.53,1.06,6,2.03,18.8,460.17,161.13,-101.43,299.04,23.62,1.13,-0.01,5,0.92,0.36,2.42,25.71,-0.18,36.01,6,224.650987,0
4660,51,24.88,21.99,115.3,169.1,22.02,21.81,0.51,6,1.47,19.59,469.06,165.54,3.56,303.52,70.3,0.52,0,6,0.66,0.48,1.74,102.08,0.01,90.99,7,278.3004165,0
4661,51,25.27,12.24,20.8,170.3,12.27,12.26,0.17,6,1.46,17.41,476.59,169.47,0.83,307.12,38.37,0.17,0,6,0.69,0.46,1.79,54.43,0,81.16,6,164.4187894,0
4662,51,25.48,1.28,34.2,176.2,1.32,1.36,2.59,4,2.86,17.2,480.04,171.43,4.77,308.61,2.84,4.02,0.01,3,1,0.32,3.53,2.84,0.02,15.77,2,160.6168581,0
4663,51,25.52,1.09,46.9,178.6,1.13,1.1,4.41,3,3.07,17.49,480.91,171.92,6.68,308.99,2.01,7.82,0.01,2,1,0.32,3.81,2.01,0.02,14.01,2,179.663881,0
4664,51,25.95,1.6,59,194.3,1.64,1.65,3.72,3,2.88,17.92,488.56,176.09,18.21,312.47,3.72,5.28,0.01,3,1,0.32,3.49,3.72,0.04,15.31,2,194.7686861,0
4665,51,26.48,30.56,204.1,185.8,30.6,30.88,0.68,6,1.44,20.46,498.78,181.24,4.56,317.54,95.68,0.69,0,6,0.65,0.47,1.69,142.77,0.01,90.43,7,350.8789166,1
4666,51,26.57,30.05,145.5,193.2,30.09,30.06,0.47,6,1.34,19.99,500.79,182.22,10.98,318.57,92.8,0.48,0,6,0.62,0.49,1.59,144.8,0.02,111.06,7,305.2552485,0
4667,51,26.77,30.95,196.4,196.3,30.99,31.01,0.62,6,1.41,20.35,504.84,184.18,12.12,320.66,95.14,0.63,0,6,0.64,0.47,1.66,144.05,0.03,95.99,7,338.238691,1
4668,51,27.25,23.25,106.5,190,23.29,23.63,0.52,6,1.44,19.73,514.26,188.84,1.16,325.42,71.05,0.53,0,6,0.67,0.45,1.73,104.46,0.01,91.39,7,281.5875996,0
4669,51,28.27,22.64,65.2,206.5,22.68,22.93,0.29,7,1.31,19.02,534.46,198.9,7.6,335.56,66.74,0.3,0,6,0.63,0.47,1.61,104.36,0,113.29,7,233.0155959,0
4670,51,28.43,23.26,77.8,195.4,23.3,24.39,0.31,7,1.3,19.18,537.34,200.37,-4.97,336.97,70.78,0.31,0,6,0.63,0.47,1.59,111.5,0,115.68,7,240.756864,0
4671,51,28.55,27.15,69.4,202.8,27.19,27.08,0.26,7,1.22,19.15,539.74,201.6,1.2,338.15,78.5,0.27,0,6,0.59,0.49,1.5,128.95,0.01,133.31,7,239.1986435,0
4672,51,29,24.65,190.7,120.7,24.67,24.49,0.73,6,1.53,20.18,548.51,206.01,-85.31,342.5,69.91,0.74,0,6,0.72,0.41,1.84,98.46,-0.2,75.74,7,316.6940907,0
4673,51,29.1,21.61,75.6,204.1,21.65,21.74,0.4,6,1.4,19.3,550.47,206.99,-2.89,343.48,61.69,0.41,0,6,0.68,0.43,1.72,91.65,-0.02,94.63,7,246.5645214,0
4674,51,29.15,20.68,68,205.5,20.72,20.77,0.37,6,1.4,19.14,551.43,207.48,-1.98,343.95,58.79,0.38,0,6,0.68,0.43,1.73,87.19,0,94.31,7,238.5425547,0
4675,51,29.5,15.41,72.6,214.9,15.45,15.42,0.49,6,1.58,19,558.08,210.91,3.99,347.17,42.82,0.51,0,6,0.77,0.39,1.94,57.31,0.01,68.02,7,225.5279289,0
4676,51,29.55,15.2,84.1,209.9,15.24,15.38,0.54,6,1.6,19.13,559.04,211.41,-1.51,347.63,42.62,0.57,0,6,0.78,0.38,1.98,56.23,0.01,65.07,7,235.4859264,0
4677,51,29.77,21.7,142.4,222.9,21.74,21.67,0.75,6,1.58,20.02,563.44,213.61,9.29,349.83,60.34,0.77,0,6,0.75,0.39,1.91,82.24,0.03,69.31,7,299.9510066,0
4678,51,29.82,22.56,194.3,222.3,22.6,22.53,0.89,6,1.62,20.28,564.45,214.1,8.2,350.35,62.71,0.91,0,6,0.77,0.38,1.94,83.99,0.02,64.14,7,320.6362059,0
4679,51,30,16.62,75.4,211.6,16.66,16.29,0.48,6,1.55,19.08,567.88,215.82,-4.22,352.06,44.66,0.5,0,6,0.76,0.38,1.92,60.41,-0.01,70.18,7,229.7121261,0
4680,51,30.48,18.9,95.4,221.7,18.94,19.18,0.49,6,1.5,19.35,576.86,220.48,1.22,356.38,52.2,0.51,0,6,0.74,0.39,1.85,73.06,0.01,77.68,7,245.8751538,0
4681,51,30.52,19.85,106.6,226.7,19.9,20.29,0.5,6,1.49,19.46,577.83,220.97,5.73,356.86,55.24,0.51,0,6,0.73,0.4,1.83,78.12,0.02,79.97,7,253.5061129,0
4682,52,0.2,1.12,86.3,-12,1.12,1.15,7.51,3,3.2,18.17,3.52,0,-12,3.52,325.04,7.54,-0.01,9,0.79,13.94,2.45,159.38,-4.3,13.33,3,886.0418159,1
4683,52,0.23,1.13,89.2,-19.9,1.13,1.17,7.62,3,3.2,18.21,3.97,0,-19.9,3.97,293.34,7.64,-0.02,9,0.79,12.94,2.47,150.87,-4.87,13.15,3,874.0495184,1
4684,52,0.33,1.36,90.7,-28.9,1.35,1.33,6.84,3,3.12,18.29,5.8,0,-28.9,5.8,228.39,6.87,-0.02,9,0.79,9.61,2.47,127.31,-4.81,14.53,3,772.9199523,1
4685,52,0.42,1.13,93.3,-26.2,1.12,1.1,8.41,3,3.24,18.23,7.62,0,-26.2,7.62,143.02,8.47,-0.02,9,0.85,8.89,2.61,96.96,-3.39,12,3,749.9029259,1
4686,52,0.65,0.85,84.5,-25.4,0.84,0.83,10.03,2,3.39,18.01,11.7,0,-25.4,11.7,70.07,10.18,-0.03,9,0.92,7.23,2.8,59.26,-2.18,10.29,2,651.4166765,1
4687,52,0.8,0.66,61.3,-26.7,0.65,0.67,8.81,3,3.42,17.54,14.37,0,-26.7,14.37,45.96,9.01,-0.04,3,0.95,6.26,2.86,41.33,-1.87,11.61,3,522.3992771,1
4688,52,0.95,0.69,50.3,-16.3,0.69,0.66,7.68,3,3.39,17.35,16.96,0,-16.3,16.96,38.08,7.88,-0.03,3,0.95,5.39,2.86,34.79,-1.11,13.02,3,454.1133035,1
4689,52,1.1,0.67,51.1,-13.7,0.67,0.67,7.82,3,3.39,17.38,19.58,0,-13.7,19.58,33.09,8.06,-0.02,3,0.97,4.84,2.9,31.33,-0.69,12.82,3,442.3784805,1
4690,52,1.25,0.7,45.3,-11.3,0.7,0.69,6.46,3,3.33,17.22,22.16,0,-11.3,22.16,30.18,6.67,-0.02,3,0.96,4.23,2.87,28.3,-0.49,14.8,3,390.9731182,1
4691,52,1.85,1.24,68.8,8.9,1.24,1.24,5.65,3,3.09,17.95,32.67,0,8.9,32.67,36.81,5.81,0.01,3,0.92,2.81,2.78,33.8,0.27,16.45,3,415.4568294,1
4692,52,2.02,1.26,59.5,22.6,1.26,1.27,4.7,3,3.03,17.79,35.8,0,22.6,35.8,34.6,4.84,0.02,3,0.91,2.55,2.74,31.6,0.62,18.67,3,372.1475673,1
4693,52,2.08,1.28,58.9,28.8,1.29,1.27,4.61,3,3.03,17.76,36.69,0,28.8,36.69,33.68,4.74,0.02,3,0.91,2.5,2.74,30.86,0.78,18.88,3,364.9755965,1
4694,52,2.3,2.41,112.6,7.2,2.41,2.36,4.78,3,2.83,18.76,40.78,0,7.2,40.78,56.99,4.86,0,4,0.86,2.16,2.6,50.31,0.2,19.17,3,465.851498,1
4695,52,2.33,2.43,120.9,-2.5,2.43,2.41,4.91,3,2.84,18.82,41.25,0,-2.5,41.25,57.34,5,0,4,0.86,2.15,2.61,50.81,-0.01,18.77,3,476.8210718,1
4696,52,2.38,2.22,116.2,-5.8,2.22,2.24,5.25,3,2.88,18.78,42.19,0,-5.8,42.19,52.07,5.35,0,4,0.88,2.14,2.65,46.99,-0.1,17.74,3,472.0343419,1
4697,52,2.42,2.2,118.5,3.1,2.2,2.12,5.56,3,2.91,18.76,43.13,0,3.1,43.13,48.24,5.67,0,3,0.9,2.12,2.69,44.19,0.08,16.9,3,473.6960459,1
4698,52,2.9,4.99,82.1,21.3,4.99,4.67,1.77,5,2.33,18.65,52.18,0,21.3,52.18,88.44,1.79,0,5,0.71,1.58,2.18,73.04,0.32,41.43,7,359.8515137,1
4699,52,3.15,4.99,67.1,1.8,4.99,5.05,1.37,5,2.23,18.48,56.84,0,1.8,56.84,87.79,1.38,0,5,0.68,1.47,2.1,73.28,0.04,48.58,7,323.0092703,0
4700,52,3.4,9.21,106.2,1.6,9.21,9.05,1.21,6,2,19.24,61.55,0,1.6,61.55,146.05,1.22,0,6,0.61,1.34,1.91,120.69,0.03,60.13,7,384.3549313,1
4701,52,3.52,6.26,101.6,5.8,6.26,6.48,1.6,5,2.19,19.04,63.94,0,5.8,63.94,100.36,1.61,0,5,0.68,1.36,2.09,86.95,0.07,46.12,7,373.5881207,1
4702,52,4.5,27.65,227.2,5.3,27.65,27.52,0.82,6,1.54,20.49,82.58,0,5.3,82.58,332.27,0.82,0,6,0.47,1.09,1.51,299.97,0.06,97.92,7,488.229762,1
4703,52,4.6,25.64,235.1,4.2,25.64,25.57,0.91,6,1.59,20.5,84.63,0,4.2,84.63,301.15,0.91,0,6,0.49,1.09,1.57,276.54,0.05,88.72,7,495.8453608,1
4704,52,5.03,15.48,126.1,2.6,15.48,15.43,0.82,6,1.72,19.6,93.08,1.23,1.37,91.85,167.02,0.82,0,6,0.54,1.05,1.7,160.66,0.02,84.33,7,371.9296639,1
4705,52,5.33,10.74,99.6,5.4,10.74,10.84,0.94,6,1.87,19.22,98.93,4.17,1.23,94.76,113.36,0.95,0,6,0.61,1.03,1.86,110.98,0.01,69.13,7,338.4237613,1
4706,52,5.45,9.49,84.6,9,9.49,9.81,0.87,6,1.88,18.98,101.32,5.4,3.6,95.92,101.2,0.88,0,6,0.61,1.03,1.88,99.58,0.04,69.62,7,316.0088343,0
4707,52,5.5,12.87,91.2,6.1,12.87,12.64,0.74,6,1.75,19.18,102.27,5.89,0.21,96.39,130.09,0.75,0,6,0.56,1.02,1.75,128.02,0,83.38,7,327.0249548,0
4708,52,5.78,16.04,132,7,16.04,15.89,0.73,6,1.67,19.52,107.65,8.58,-1.58,99.06,159.3,0.74,0,6,0.54,1.01,1.67,158.6,-0.01,90.04,7,353.1678202,1
4709,52,5.83,14.91,66.7,8.9,14.91,14.97,0.51,6,1.6,19.01,108.6,9.07,-0.17,99.53,149.3,0.51,0,6,0.51,1,1.6,148.95,-0.01,108.44,7,300.2869244,0
4710,52,5.85,14.52,72.5,9,14.52,14.55,0.49,6,1.6,18.93,109.08,9.32,-0.32,99.76,144.78,0.49,0,6,0.51,1,1.6,144.61,0,109.25,7,292.4645841,0
4711,52,6.05,9.73,79.6,13.1,9.73,9.79,0.82,6,1.87,18.9,112.88,11.28,1.82,101.6,95.27,0.82,0,6,0.61,0.99,1.87,95.86,0.02,71.02,7,301.9699986,0
4712,52,6.4,11.69,85.9,17.7,11.69,11.55,0.74,6,1.79,19.05,119.48,14.71,2.99,104.76,109.08,0.75,0,6,0.59,0.97,1.8,111.19,0.03,78.88,7,311.3280145,0
4713,52,6.45,11.6,94.3,18.3,11.6,11.58,0.81,6,1.81,19.15,120.43,15.21,3.09,105.23,108.9,0.81,0,6,0.6,0.97,1.82,111.17,0.03,75.48,7,320.9470638,0
4714,52,6.53,10.82,90.9,19.9,10.82,10.85,0.84,6,1.84,19.09,121.87,15.94,3.96,105.93,101.28,0.85,0,6,0.61,0.97,1.85,103.59,0.04,72,7,315.1869499,0
4715,52,6.55,10.6,88.5,20.4,10.6,10.64,0.83,6,1.84,19.05,122.34,16.19,4.21,106.16,99.05,0.84,0,6,0.61,0.96,1.86,101.38,0.04,71.63,7,313.4246283,0
4716,52,6.78,11.67,88.8,22.5,11.67,11.57,0.77,6,1.79,19.09,126.62,18.39,4.11,108.22,105.78,0.78,0,6,0.59,0.95,1.81,109.23,0.04,77.07,7,311.7714214,0
4717,52,6.92,10.55,81.2,10.8,10.55,10.75,0.77,6,1.82,18.98,129.46,19.87,-9.07,109.59,96.88,0.78,0,6,0.61,0.95,1.84,100.44,-0.03,74.55,7,302.3431687,0
4718,52,7.42,10.54,81.1,27.5,10.55,10.59,0.78,6,1.83,18.96,139.02,24.77,2.73,114.25,91.49,0.79,0,6,0.62,0.92,1.86,96.3,0.02,72.99,7,300.1455941,0
4719,52,7.58,12.57,98.5,29.9,12.58,12.61,0.78,6,1.77,19.24,141.89,26.24,3.66,115.65,107.81,0.79,0,6,0.59,0.92,1.8,114.36,0.03,77.5,7,321.1327527,0
4720,52,8.55,30.59,275.6,47,30.6,30.64,0.9,6,1.53,20.76,161.45,35.81,11.19,125.65,242.6,0.9,0,6,0.51,0.89,1.57,271.33,0.1,89.48,7,495.0221529,1
4721,52,9,26.16,216.1,42.2,26.17,26.19,0.83,6,1.55,20.43,170.69,40.22,1.98,130.46,199.4,0.83,0,6,0.52,0.87,1.59,226.37,0.02,91.5,7,436.1706556,1
4722,52,9.05,25.8,212.4,42.9,25.81,25.88,0.82,6,1.55,20.4,171.71,40.71,2.19,130.99,196.22,0.83,0,6,0.52,0.87,1.6,223.14,0.02,91.74,7,436.3521933,1
4723,52,9.15,26.34,208.2,43.8,26.35,26.32,0.8,6,1.54,20.39,173.74,41.69,2.11,132.05,197.99,0.8,0,6,0.52,0.87,1.58,226.27,0.02,93.76,7,429.6960711,1
4724,52,9.4,28.47,247.9,49.7,28.48,28.4,0.87,6,1.55,20.61,178.89,44.15,5.55,134.74,209.42,0.87,0,6,0.52,0.86,1.59,241.39,0.04,89.43,7,461.7334864,1
4725,52,9.75,22.99,189.7,56.7,23,23.13,0.82,6,1.59,20.23,186.03,47.58,9.12,138.45,165.71,0.83,0,6,0.55,0.84,1.65,192.07,0.07,87.96,7,411.9689261,1
4726,52,9.88,22.18,134.9,60.3,22.19,21.61,0.62,6,1.53,19.8,188.5,48.8,11.5,139.7,153.33,0.63,0,6,0.52,0.84,1.58,179.81,0.07,104.03,7,351.1959471,1
4727,52,9.93,21.22,144.8,54.1,21.23,20.98,0.69,6,1.57,19.88,189.5,49.3,4.8,140.2,148.27,0.7,0,6,0.54,0.83,1.63,173.2,0.03,96.01,7,365.2592476,1
4728,52,10.1,24.25,176.9,54.2,24.26,24.25,0.73,6,1.54,20.16,193.01,51.01,3.19,141.99,169.45,0.74,0,6,0.53,0.83,1.6,199.86,0.02,96.69,7,397.0167815,1
4729,52,10.43,31.25,307.9,59.9,31.26,31.09,1.03,6,1.58,20.94,199.66,54.2,5.7,145.46,212.33,1.04,0,6,0.55,0.82,1.63,251.79,0.04,79.16,7,509.3654223,1
4730,52,10.7,30.72,301.2,64.4,30.73,30.84,0.95,6,1.55,20.84,205.42,56.9,7.5,148.52,206.26,0.96,0,6,0.54,0.81,1.61,247.56,0.05,83.99,7,488.0136779,1
4731,52,10.97,26.78,173.4,64.4,26.79,26.08,0.68,6,1.49,20.19,211.01,59.6,4.8,151.41,170.85,0.68,0,6,0.52,0.81,1.56,208.45,0.04,102.88,7,390.0871712,1
4732,52,11.25,32.57,308,69.9,32.58,32.67,0.92,6,1.52,20.89,216.64,62.29,7.61,154.34,210.25,0.93,0,6,0.53,0.79,1.59,257.47,0.05,86.75,7,491.1988474,1
4733,52,11.47,31.25,262.2,74.3,31.26,31.19,0.84,6,1.51,20.72,221.3,64.5,9.8,156.8,197.53,0.85,0,6,0.53,0.79,1.58,244.06,0.06,91.72,7,462.1533768,1
4734,52,11.6,30.89,261.9,81.2,30.91,31.07,0.83,6,1.5,20.69,223.89,65.73,15.47,158.16,195.03,0.83,0,6,0.53,0.78,1.57,242.01,0.11,92.81,7,452.8031076,1
4735,52,11.65,31.68,251.1,81.2,31.7,31.73,0.8,6,1.48,20.68,224.92,66.22,14.98,158.71,198.49,0.8,0,6,0.52,0.79,1.56,247.49,0.1,95.98,7,454.4568987,1
4736,52,11.72,31.87,258.7,83.2,31.89,31.82,0.81,6,1.49,20.7,226.48,66.95,16.25,159.52,198.05,0.81,0,6,0.52,0.78,1.56,247.3,0.1,95,7,454.6344664,1
4737,52,11.95,18.15,124.1,69.1,18.16,18.35,0.67,6,1.6,19.64,230.99,69.16,-0.06,161.83,111.97,0.68,0,6,0.58,0.76,1.7,137.21,0.01,90.29,7,331.0966076,1
4738,52,12.05,16.69,130.3,71.3,16.7,16.64,0.78,6,1.68,19.66,232.95,70.14,1.16,162.81,100.8,0.79,0,6,0.61,0.74,1.78,121.96,0.01,79.42,7,335.7534621,1
4739,52,12.2,14.26,110.6,72.6,14.27,14.47,0.78,6,1.72,19.44,235.88,71.61,0.99,164.26,86.66,0.79,0,6,0.63,0.73,1.83,104.11,0.01,74.97,7,314.1156104,0
4740,52,12.32,17.51,145,74.9,17.52,17.64,0.82,6,1.67,19.81,238.33,72.84,2.06,165.49,105.14,0.83,0,6,0.61,0.74,1.78,128,0.01,78.35,7,350.8050827,1
4741,52,13.43,18.02,115,86.5,18.04,18.11,0.64,6,1.59,19.57,260.42,83.63,2.87,176.79,100.99,0.65,0,6,0.59,0.71,1.71,127.49,0.02,89.74,7,316.2072628,0
4742,52,14.6,17.23,104.4,96.4,17.25,17.49,0.61,6,1.59,19.46,283.03,95.16,1.24,187.88,91.58,0.62,0,6,0.6,0.68,1.73,117.67,0.01,89.13,7,303.6799193,0
4743,52,14.88,19.09,127.8,104.1,19.11,19.27,0.66,6,1.58,19.7,288.45,97.85,6.25,190.59,99.58,0.67,0,6,0.6,0.68,1.72,128.94,0.03,88.71,7,325.110428,0
4744,52,15.22,19.51,112.8,103,19.53,19.33,0.56,6,1.53,19.51,295.43,101.29,1.71,194.15,98.07,0.57,0,6,0.58,0.68,1.67,129.18,0.03,96.96,7,302.6409237,0
4745,52,15.45,18.47,84.4,112.5,18.49,18.69,0.51,6,1.52,19.35,299.8,103.5,9,196.3,93.66,0.52,0,6,0.58,0.68,1.66,124.15,0.04,99.88,7,287.6834886,0
4746,52,15.47,18.75,115.3,112,18.77,18.78,0.55,6,1.54,19.45,300.28,103.74,8.26,196.54,94.02,0.56,0,6,0.59,0.67,1.68,124.03,0.05,95.93,7,296.3729669,0
4747,52,15.63,25.44,266.4,119.9,25.46,25.61,1.03,6,1.63,20.65,303.31,105.21,14.69,198.1,127.73,1.05,0,6,0.62,0.65,1.76,165.6,0.07,72.21,7,432.503105,1
4748,52,15.65,28.76,272.7,117.4,28.78,26.81,0.97,6,1.6,20.65,303.83,105.46,11.94,198.37,133.64,0.98,0,6,0.61,0.66,1.72,174.97,0.06,76.45,7,428.4663049,1
4749,52,15.72,29.9,205.2,118.3,29.92,29.79,0.69,6,1.46,20.42,305.37,106.19,12.11,199.17,148.05,0.7,0,6,0.55,0.68,1.58,201.66,0.06,100.13,7,394.7248644,1
4750,52,15.82,27.91,131.7,124.2,27.93,27.87,0.5,6,1.38,19.95,307.39,107.17,17.03,200.21,137.67,0.51,0,6,0.52,0.7,1.51,191.59,0.07,120.66,7,339.6224983,1
4751,52,16.1,13.83,95.4,118,13.85,13.87,0.68,6,1.7,19.23,312.74,109.87,8.13,202.87,66.83,0.7,0,6,0.67,0.62,1.87,84.65,0.04,73.23,7,279.8810087,0
4752,52,16.3,12.99,94.6,119.2,13.01,12.98,0.73,6,1.74,19.21,316.57,111.83,7.37,204.74,61.85,0.75,0,6,0.69,0.61,1.92,77.48,0.03,68.16,7,278.7362791,0
4753,52,16.35,12.69,99.2,118.5,12.71,12.7,0.77,6,1.76,19.24,317.54,112.32,6.18,205.21,60.36,0.79,0,6,0.69,0.61,1.95,75.17,0.03,65.78,7,283.47346,0
4754,52,16.68,12.35,93.8,122.5,12.37,12.4,0.75,6,1.76,19.16,323.75,115.51,6.99,208.24,57.98,0.77,0,6,0.7,0.6,1.95,72.32,0.03,65.56,7,274.228913,0
4755,52,17.15,13.53,100.3,121.6,13.55,13.56,0.74,6,1.73,19.29,332.85,120.17,1.43,212.68,62.21,0.76,0,6,0.69,0.59,1.92,78.7,0.01,68.32,7,283.1960563,0
4756,52,17.35,12.93,100.6,125,12.96,12.91,0.76,6,1.75,19.25,336.71,122.13,2.87,214.58,58.6,0.78,0,6,0.7,0.59,1.95,73.61,0.01,65.49,7,279.1947654,0
4757,52,17.48,12.87,91.4,126,12.9,12.98,0.71,6,1.73,19.18,339.11,123.36,2.64,215.75,58.6,0.73,0,6,0.69,0.59,1.93,74.1,0.01,67.65,7,272.5751019,0
4758,52,17.5,13.16,95.3,127,13.19,13.14,0.71,6,1.73,19.2,339.59,123.61,3.39,215.99,59.26,0.73,0,6,0.69,0.59,1.93,75.06,0.01,68.09,7,275.5063246,0
4759,52,17.65,13.39,103.9,129.9,13.42,13.36,0.81,6,1.76,19.37,342.48,125.08,4.82,217.41,59.86,0.83,0,6,0.71,0.58,1.96,75.23,0.02,64.27,7,289.1990363,0
4760,52,18.5,7.4,71.9,136.4,7.43,7.47,0.97,6,2.01,18.68,359.09,133.42,2.98,225.68,31.51,1.02,0,5,0.83,0.51,2.27,36.24,0.01,43.28,6,238.8041875,0
4761,52,19.07,14.68,140.1,141.8,14.71,14.76,0.94,6,1.77,19.69,369.97,139.06,2.74,230.91,62.33,0.96,0,6,0.72,0.55,1.98,78.74,0.01,60.86,7,312.0083367,0
4762,52,19.55,18.5,156.3,147.7,18.53,18.51,0.85,6,1.67,19.93,379.47,143.72,3.98,235.76,76.89,0.87,0,6,0.68,0.56,1.87,101.18,0.02,70.43,7,331.5906143,1
4763,52,20.32,24.66,206.8,158.2,24.69,24.55,0.84,6,1.58,20.34,395.1,151.32,6.88,243.78,99.1,0.85,0,6,0.64,0.56,1.76,136.07,0.03,78.5,7,367.6602359,1
4764,52,21.05,31.02,278.3,167.4,31.05,30.83,0.89,6,1.53,20.76,409.93,158.43,8.97,251.49,120.96,0.9,0,6,0.63,0.56,1.71,170.68,0.04,80.64,7,417.4824747,1
4765,52,21.18,27.5,242.6,165.8,27.53,27.48,0.91,6,1.57,20.6,412.51,159.66,6.14,252.85,107.04,0.92,0,6,0.65,0.55,1.76,148.62,0.03,76.75,7,397.8314268,1
4766,52,21.27,26.57,234.6,164.2,26.6,26.67,0.89,6,1.57,20.54,414.57,160.64,3.56,253.93,103.41,0.9,0,6,0.65,0.55,1.76,143.43,0.02,76.94,7,386.2374333,1
4767,52,21.4,27.04,249.1,169,27.07,26.95,0.92,6,1.58,20.59,417.14,161.87,7.13,255.28,103.93,0.93,0,6,0.65,0.54,1.77,143.88,0.03,75.37,7,393.0344267,1
4768,52,21.63,26.06,158.4,154.3,26.09,25.66,0.62,6,1.47,20.06,421.7,164.07,-9.77,257.63,97.95,0.63,0,6,0.61,0.56,1.67,141.04,0.05,95.27,7,332.3621636,1
4769,52,21.68,26.14,181.2,171,26.17,26.61,0.63,6,1.46,20.13,422.71,164.56,6.44,258.14,101.44,0.64,0,6,0.61,0.56,1.66,146.62,0.07,95.75,7,339.0491115,1
4770,52,21.9,33.88,194.5,184.5,33.92,34.4,0.48,7,1.3,20.22,427.2,166.77,17.73,260.43,130.44,0.49,0,6,0.54,0.59,1.48,201.96,0.05,126.14,7,344.7498589,1
4771,52,22.07,40.7,254.6,169.8,40.73,39.13,0.61,6,1.34,20.7,430.77,168.49,1.31,262.28,147.55,0.62,0,6,0.56,0.59,1.51,226.55,0,112.57,7,399.592492,1
4772,52,22.32,33.14,307.7,163.2,33.17,33.43,0.79,6,1.47,20.74,435.9,170.94,-7.74,264.96,124.54,0.8,0,6,0.61,0.55,1.65,181.81,-0.02,89.26,7,405.3181031,1
4773,52,22.43,30.07,281.2,144.7,30.1,31.54,0.87,6,1.52,20.77,437.98,171.92,-27.22,266.06,116.9,0.88,0,6,0.63,0.54,1.71,167.24,-0.02,81.38,7,411.353825,1
4774,52,23,31.93,189.8,195.8,31.97,31.72,0.63,6,1.41,20.4,449.8,177.56,18.24,272.24,114.88,0.63,0,6,0.6,0.55,1.6,171.89,0.04,101.6,7,358.7914212,1
4775,52,23.02,31.83,198.5,186.5,31.87,31.99,0.62,6,1.4,20.39,450.31,177.81,8.69,272.51,115.73,0.62,0,6,0.59,0.55,1.6,173.74,0.03,102.96,7,361.5064189,1
4776,52,23.25,33.41,182.3,156,33.44,33.51,0.59,6,1.37,20.42,454.9,180.01,-24.01,274.88,120.25,0.6,0,6,0.58,0.55,1.57,182.96,-0.02,107.49,7,362.3237276,1
4777,52,23.27,33.23,185.6,172.9,33.26,33.12,0.56,6,1.36,20.34,455.41,180.26,-7.36,275.15,118.73,0.57,0,6,0.58,0.56,1.55,181.53,-0.05,110.72,7,349.8131882,1
4778,52,23.35,30.6,203.3,164.4,30.63,30.65,0.64,6,1.42,20.37,456.93,180.99,-16.59,275.94,109.43,0.65,0,6,0.61,0.54,1.63,162.86,0.02,98.67,7,357.376323,1
4779,52,23.5,23.96,151.4,186.1,24,24.49,0.6,6,1.48,19.96,459.94,182.47,3.63,277.47,86.59,0.61,0,6,0.64,0.52,1.7,125.23,0,91.99,7,314.2069208,0
4780,52,23.65,27.16,145.5,174.4,27.19,27.11,0.55,6,1.42,20.01,462.94,183.94,-9.54,279,95.49,0.56,0,6,0.61,0.53,1.64,141.99,-0.03,101.68,7,320.7852068,0
4781,52,23.88,27.42,186.4,189.4,27.46,27.59,0.57,6,1.42,20.09,467.48,186.14,3.26,281.34,96.41,0.58,0,6,0.62,0.53,1.64,143.21,0.03,99.75,7,324.1409269,0
4782,52,23.9,27.92,110.1,186.5,27.96,27.67,0.5,6,1.38,19.93,467.98,186.39,0.11,281.59,96.59,0.51,0,6,0.6,0.54,1.6,145.94,0.03,108.39,7,310.035896,0
4783,52,24.05,28.15,202.7,192.5,28.19,28.59,0.76,6,1.5,20.46,471.01,187.86,4.64,283.15,99.31,0.77,0,6,0.65,0.51,1.72,143.4,-0.01,84.85,7,365.6717559,1
4784,52,24.18,31.76,254.7,176.6,31.8,31.11,0.77,6,1.48,20.6,473.57,189.09,-12.49,284.48,107.71,0.78,0,6,0.64,0.51,1.69,157.49,-0.05,86.99,7,380.2602084,1
4785,52,24.32,27.31,188.6,185,27.35,27.73,0.71,6,1.49,20.33,476.64,190.56,-5.56,286.08,95.25,0.72,0,6,0.65,0.51,1.71,138.24,-0.05,87.52,7,349.0491597,1
4786,52,25.02,24.54,156,198.5,24.58,24.76,0.65,6,1.49,20.06,490.94,197.43,1.07,293.51,82.68,0.66,0,6,0.66,0.49,1.74,119.22,0.01,86.93,7,320.1597197,0
4787,52,25.43,26.37,217.2,203.8,26.41,26.45,0.83,6,1.55,20.45,499.08,201.35,2.45,297.73,87.16,0.85,0,6,0.68,0.47,1.8,123.07,0.01,76.27,7,360.6462221,1
4788,52,25.6,27.39,199.2,205.3,27.43,27.23,0.73,6,1.5,20.34,502.65,203.07,2.23,299.58,89.23,0.74,0,6,0.67,0.48,1.74,128.87,0,83.72,7,344.1428447,1
4789,52,25.73,26.43,219,200.6,26.47,26.2,0.78,6,1.54,20.36,505.19,204.29,-3.69,300.9,85.4,0.8,0,6,0.68,0.47,1.78,121.4,0,78.72,7,346.5099525,1
